investor,stock,company,sector,pct,shares,value_idr,type,lf
"Bengawan Putra Investama, PT",HOPE,HARAPAN DUTA PERTIWI Tbk,AUTOMOTIVE AND COMPONENTS,3.65,77860216,16350645360.0,Corporation,Local
RINAWATI,HOPE,HARAPAN DUTA PERTIWI Tbk,AUTOMOTIVE AND COMPONENTS,3.63,77288184,16230518640.0,Individual,Local
SIA TIENG HUK,HOPE,HARAPAN DUTA PERTIWI Tbk,AUTOMOTIVE AND COMPONENTS,2.33,49676335,10432030350.0,Individual,Local
KARTOMY,HOPE,HARAPAN DUTA PERTIWI Tbk,AUTOMOTIVE AND COMPONENTS,1.51,32122800,6745788000.0,Individual,Local
R. IRSANDO DWIANTO ADIPRATOMO,HOPE,HARAPAN DUTA PERTIWI Tbk,AUTOMOTIVE AND COMPONENTS,1.39,29515224,6198197040.0,Individual,Local
STELLA MARSHA CONNERY,HOPE,HARAPAN DUTA PERTIWI Tbk,AUTOMOTIVE AND COMPONENTS,1.23,26143500,5490135000.0,Individual,Local
PT TIARA REALTY,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",51.32,1821753200,91087660000.0,Corporation,Local
IRENE THESMAN,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",11.24,399148000,19957400000.0,Individual,Local
SOEGIANTO,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",9.38,333001000,16650050000.0,Individual,Local
"INDRA SETIAWAN, IR. MBA",HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",7.71,273684200,13684210000.0,Individual,Local
PT MEGA ALVITA,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",4.23,150000000,7500000000.0,Corporation,Local
HARJANA BUSTAN,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",2.87,101792000,5089600000.0,Individual,Local
IR. BUDIJANTO SETIAWAN,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",2.34,83208600,4160430000.0,Individual,Local
LIANITA KOSASIH,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",2.2,77958500,3897925000.0,Individual,Local
REKSA DANA AURORA SMC EQUITY,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",1.41,50000000,2500000000.0,Mutual Fund,Local
BHAKTI SALIM,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",1.27,45000000,2250000000.0,Individual,Local
ANTONIUS ANDI SUSANTO,HOTL,SARASWATI GRIYA LESTARI Tbk,"RESTAURANT, HOTEL & TOURISM",1.24,43896600,2194830000.0,Individual,Local
PT WIJAYA WISESA REALTY,HRME,MENTENG HERITAGE REALTY Tbk,"RESTAURANT, HOTEL & TOURISM",85.39,5088443900,234068419400.0,Corporation,Local
ANNA YUNINGSIH,HRME,MENTENG HERITAGE REALTY Tbk,"RESTAURANT, HOTEL & TOURISM",1.19,71141800,3272522800.0,Individual,Local
PT. TERANG ANUGRAH ABADI,HRTA,HARTADINATA ABADI Tbk,METAL AND ALLIED PRODUCTS,71.0,3269608000,7127745440000.0,Corporation,Local
REKSA DANA TREASURE SAHAM MANTAP,HRTA,HARTADINATA ABADI Tbk,METAL AND ALLIED PRODUCTS,3.42,157350000,343023000000.0,Mutual Fund,Local
HONKY HARJO,HRTA,HARTADINATA ABADI Tbk,METAL AND ALLIED PRODUCTS,3.08,141776800,309073424000.0,Individual,Local
EVLI EMERGING FRONTIER FUND,HRTA,HARTADINATA ABADI Tbk,METAL AND ALLIED PRODUCTS,2.4,110755600,241447208000.0,Mutual Fund,Foreign
PT. PRUDENTIAL LIFE ASSURANCE,HRTA,HARTADINATA ABADI Tbk,METAL AND ALLIED PRODUCTS,1.23,56703100,123612758000.0,Insurance,Local
"KARUNIA BARA PERKASA,PT",HRUM,HARUM ENERGY Tbk,COAL MINING,79.79,10786374000,11002101480000.0,Corporation,Local
HARUM ENERGY TBK.,HRUM,HARUM ENERGY Tbk,COAL MINING,2.73,369543600,376934472000.0,Corporation,Local
DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,HRUM,HARUM ENERGY Tbk,COAL MINING,1.39,188392500,192160350000.0,Insurance,Local
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,HRUM,HARUM ENERGY Tbk,COAL MINING,1.08,146519200,149449584000.0,Insurance,Local
PT HUMPUSS INTERMODA TRANSPORTASI TBK,HUMI,HUMPUSS MARITIM INTERNASIONAL Tbk,ENERGY,76.43,13805172800,2319269030400.0,Corporation,Local
H HUTOMO MANDALA PUTRA,HUMI,HUMPUSS MARITIM INTERNASIONAL Tbk,ENERGY,4.95,893305900,150075391200.0,Individual,Local
HUMPUSS,HUMI,HUMPUSS MARITIM INTERNASIONAL Tbk,ENERGY,3.55,640639100,107627368800.0,Corporation,Local
HENDRIK YONG,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",47.52,1200000000,176400000000.0,Individual,Local
HERMES THAMRIN,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",19.8,500000000,73500000000.0,Individual,Local
RONDY YUNANDA,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",8.08,204000000,29988000000.0,Individual,Local
WINCENT YUNANDA,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",3.96,100000000,14700000000.0,Individual,Local
REKSA DANA SUCORINVEST EQUITY PRIMA FUND,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",2.54,64084800,9420465600.0,Mutual Fund,Local
KOKARJADI CHANDRA,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",2.5,63133700,9280653900.0,Individual,Local
NINI,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.96,49530000,7280910000.0,Individual,Local
BANK OF SINGAPORE LIMITED,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.88,47500000,6982500000.0,Insurance/Pension,Foreign
CITIBANK SINGAPORE A/C CIMB-CCTB-KAF JADE FUND,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.51,38221400,5618545800.0,Securities Co,Foreign
MTRUSTEE BERHAD,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.13,28500000,4189500000.0,Corporation,Foreign
SINOASIA HOLDING LIMITED,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.05,26500000,3895500000.0,Corporation,Foreign
PT ECOCARE INDO PASIFIK TBK,HYGN,ECOCARE INDO PASIFIK Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.03,26047200,3828938400.0,Corporation,Local
PT. KARYA PACIFIC INVESTAMA,IATA,MNC ENERGY INVESTMENTS Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",48.79,15258915800,1144418685000.0,Corporation,Local
PT. MNC ASIA HOLDING TBK,IATA,MNC ENERGY INVESTMENTS Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",10.23,3200257566,240019317450.0,Corporation,Local
GIDEON TJAHJA PURNOMO,IATA,MNC ENERGY INVESTMENTS Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",4.85,1516983000,113773725000.0,Individual,Local
GERRY SANDRIC,IATA,MNC ENERGY INVESTMENTS Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",3.2,1000773000,75057975000.0,Individual,Local
ANDY,IATA,MNC ENERGY INVESTMENTS Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.92,600000000,45000000000.0,Individual,Local
R TJAHYONO IMAWAN,IATA,MNC ENERGY INVESTMENTS Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.79,560442400,42033180000.0,Individual,Local
PT KARYA BUMI ENERGI,IATA,MNC ENERGY INVESTMENTS Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.04,323753800,24281535000.0,Corporation,Local
PT. INTRACO PENTA . TBK,IBFN,INTAN BARU PRANA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",55.07,835634253,66850740240.0,Corporation,Local
PT INTA TRADING,IBFN,INTAN BARU PRANA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",17.23,261378386,20910270880.0,Corporation,Local
"SBI HOLDINGS, INC.",IBFN,INTAN BARU PRANA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",2.71,41192080,3295366400.0,Corporation,Foreign
SUGENG WIJAYA SUTEDJA,IBFN,INTAN BARU PRANA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.78,27000000,2160000000.0,Individual,Local
AJB BUMI PUTERA 1912,IBFN,INTAN BARU PRANA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.32,20000000,1600000000.0,Insurance,Local
LILIEK ANDRIANI HADIWIBOWO,IBFN,INTAN BARU PRANA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.11,16909900,1352792000.0,Individual,Local
ERNY,IBFN,INTAN BARU PRANA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.1,16750000,1340000000.0,Individual,Local
IRFAN FAUZI,IBFN,INTAN BARU PRANA Tbk,"OTHERS - TRADE, SERVICES & INVESTMENT",1.1,16750000,1340000000.0,Individual,Local
PT. GOLDMAN INVESTINDO SEDAYA,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",42.6,3435875937,381382229007.0,Corporation,Local
NUANSA KENCONO ABADI PT,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",10.64,858382224,95280426864.0,Unknown,Foreign
ALQHAISAR SUKSES ABADI PT,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",5.89,474923704,52716531144.0,Others,Local
SAFARI ASIA LIMITED,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",4.96,400000000,44400000000.0,Insurance/Pension,Foreign
PT MEKA EPTA INTERNATIONAL,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",2.8,226000000,25086000000.0,Corporation,Local
PT GARUDAPRENEUR INVESTASI ASIA,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",2.38,191568100,21264059100.0,Corporation,Local
YUSTIN NATALIA KADARUSMAN SE,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",1.97,159170000,17667870000.0,Individual,Local
PT BUDI PRAWIRA,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",1.66,134280900,14905179900.0,Corporation,Local
YUDY SADRIABHAKTI,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",1.65,132748700,14735105700.0,Individual,Local
WILLIAM ANTO,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",1.41,113669600,12617325600.0,Individual,Local
HARTARTO CIPUTRA,IBOS,INDO BOGA SUKSES Tbk,"RESTAURANT, HOTEL & TOURISM",1.17,94093400,10444367400.0,Individual,Local
PT IFORTE SOLUSI INFOTEK,IBST,INTI BANGUN SEJAHTERA Tbk,TELECOMUNICATION,99.95,1350254095,6076143427500.0,Corporation,Local
INDOFOOD SUKSES MAKMUR TBK,ICBP,INDOFOOD CBP SUKSES MAKMUR Tbk,FOOD & BEVERAGES,80.53,9391678000,69028833300000.0,Corporation,Local
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,ICBP,INDOFOOD CBP SUKSES MAKMUR Tbk,FOOD & BEVERAGES,1.86,217420450,1598040307500.0,Insurance,Local
EMPLOYEES PROVIDENT FUND BOARD,ICBP,INDOFOOD CBP SUKSES MAKMUR Tbk,FOOD & BEVERAGES,1.23,142970900,1050836115000.0,Pension Fund,Foreign
FIDELITY FUNDS,ICBP,INDOFOOD CBP SUKSES MAKMUR Tbk,FOOD & BEVERAGES,1.2,139964200,1028736870000.0,Mutual Fund,Foreign
"PROF.DR.IR. ANASTASIA SULISTYAWATI, M.S., M.M., D.TH",ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",34.76,378803694,40910798952.0,Individual,Local
PT TRUST PENATA PROPERTINDO,ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",14.54,158427624,17110183392.0,Corporation,Local
PT ANUGERAH GRIYA PERSADA,ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",7.88,85895000,9276660000.0,Corporation,Local
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",5.02,54669376,5904292608.0,Insurance,Local
NYOMAN ASTARI SISWANTO,ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",4.9,53397750,5766957000.0,Individual,Local
AUGYAWATI JOE,ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",4.9,53397750,5766957000.0,Individual,Local
MADE ARIANI SISWANTO,ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",4.9,53397750,5766957000.0,Individual,Local
PUTU AGUNG PRIANTA,ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",2.14,23364000,2523312000.0,Individual,Local
ISLAND REGENCY GROUP LIMITED,ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",5.71,62187000,6716196000.0,Others,Foreign
"FRANCIS STREET PTY, LTD",ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",1.51,16500000,1782000000.0,Unknown,Foreign
GRAHAM JAMES BRISTOW,ICON,ISLAND CONCEPTS INDONESIA Tbk,"RESTAURANT, HOTEL & TOURISM",1.21,13159500,1421226000.0,Individual,Foreign
EKO DESRIYANTO,IDEA,IDEA INDONESIA AKADEMI Tbk,"RESTAURANT, HOTEL & TOURISM",37.91,402818600,33433943800.0,Individual,Local
PT. Idea Asia Investama,IDEA,IDEA INDONESIA AKADEMI Tbk,"RESTAURANT, HOTEL & TOURISM",30.34,322354500,26755423500.0,Corporation,Local
ADVANCE OPPORTUNITIES FUND,IDEA,IDEA INDONESIA AKADEMI Tbk,"RESTAURANT, HOTEL & TOURISM",4.12,43725300,3629199900.0,Mutual Fund,Foreign
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,IDEA,IDEA INDONESIA AKADEMI Tbk,"RESTAURANT, HOTEL & TOURISM",2.92,31000100,2573008300.0,Insurance/Pension,Foreign
WISE TEAM INTERNATIONAL (HK) LIMITED,IDEA,IDEA INDONESIA AKADEMI Tbk,"RESTAURANT, HOTEL & TOURISM",2.36,25074300,2081166900.0,Corporation,Foreign
PT Prima Solusi Investasi,IDEA,IDEA INDONESIA AKADEMI Tbk,"RESTAURANT, HOTEL & TOURISM",2.09,22252400,1846949200.0,Corporation,Local
OCBC SECURITIES PRIVATE LIMITED,IDEA,IDEA INDONESIA AKADEMI Tbk,"RESTAURANT, HOTEL & TOURISM",1.71,18165200,1507711600.0,Securities Co,Foreign
BUDI NUGROHO WIBISONO,IDEA,IDEA INDONESIA AKADEMI Tbk,"RESTAURANT, HOTEL & TOURISM",1.04,11000000,913000000.0,Individual,Local
MANUEL DJUNAKO,IDPR,INDONESIA PONDASI RAYA Tbk,BUILDING CONSTRUCTION,86.26,1727847606,521809977012.0,Individual,Local
FEBYAN,IDPR,INDONESIA PONDASI RAYA Tbk,BUILDING CONSTRUCTION,2.78,55606700,16793223400.0,Individual,Local
APS ASSET MANAGEMENT ADVISORY LIMITED,IDPR,INDONESIA PONDASI RAYA Tbk,BUILDING CONSTRUCTION,2.45,49029400,14806878800.0,Corporation,Foreign
HANAH TANDEAN,IDPR,INDONESIA PONDASI RAYA Tbk,BUILDING CONSTRUCTION,1.7,34069294,10288926788.0,Individual,Local
REKSA DANA PANIN DANA MAKSIMA,IDPR,INDONESIA PONDASI RAYA Tbk,BUILDING CONSTRUCTION,1.27,25354400,7657028800.0,Mutual Fund,Local
"ADRINDO INTIPERKASA, PT",IFII,INDONESIA FIBREBOARD INDUSTRY Tbk,WOOD INDUSTRIES,51.0,4800200000,1065644400000.0,Corporation,Local
"SMB KENZAI CO., LTD",IFII,INDONESIA FIBREBOARD INDUSTRY Tbk,WOOD INDUSTRIES,25.0,2353000000,522366000000.0,Corporation,Foreign
HEFFY HARTONO,IFII,INDONESIA FIBREBOARD INDUSTRY Tbk,WOOD INDUSTRIES,5.98,562600000,124897200000.0,Individual,Local
PT. SELARAS NUSANTARA CEMERLANG,IFII,INDONESIA FIBREBOARD INDUSTRY Tbk,WOOD INDUSTRIES,4.99,469673600,104267539200.0,Corporation,Local
NODA CORPORATION,IFII,INDONESIA FIBREBOARD INDUSTRY Tbk,WOOD INDUSTRIES,3.72,350000000,77700000000.0,Corporation,Foreign
ISHINOMAKI PLYWOOD MFG CO LTD,IFII,INDONESIA FIBREBOARD INDUSTRY Tbk,WOOD INDUSTRIES,3.72,350000000,77700000000.0,Corporation,Foreign
PT DINAMIKAJAYA BUMIPERSADA,IFII,INDONESIA FIBREBOARD INDUSTRY Tbk,WOOD INDUSTRIES,2.5,235300000,52236600000.0,Corporation,Local
MERYANA HARTONO,IFII,INDONESIA FIBREBOARD INDUSTRY Tbk,WOOD INDUSTRIES,2.47,232476400,51609760800.0,Individual,Local
PT FAJAR MINING RESOURCES,IFSH,IFISHDECO Tbk,METAL AND MINERAL MINING,40.8,867000000,1677645000000.0,Unknown,Foreign
PT WAHANA TRILINTAS MINING,IFSH,IFISHDECO Tbk,METAL AND MINERAL MINING,39.2,833000000,1611855000000.0,Corporation,Local
PT. IFISHDECO TBK,IFSH,IFISHDECO Tbk,METAL AND MINERAL MINING,9.5,201852600,390584781000.0,Corporation,Local
PT FAJAR JAYA INVESTAMA,IFSH,IFISHDECO Tbk,METAL AND MINERAL MINING,4.93,104814100,202815283500.0,Corporation,Local
PT GLOBAL INVESTASI MAKMUR,IFSH,IFISHDECO Tbk,METAL AND MINERAL MINING,4.73,100542300,194549350500.0,Corporation,Local
PT Kingsford Holdings,IGAR,CHAMPION PACIFIC INDONESIA Tbk,PLASTICS & PACKAGING,83.22,772122420,362897537400.0,Corporation,Local
KALBE FARMA TBK PT,IGAR,CHAMPION PACIFIC INDONESIA Tbk,PLASTICS & PACKAGING,5.66,52500000,24675000000.0,Corporation,Local
DRS SURONO SUBEKTI,IGAR,CHAMPION PACIFIC INDONESIA Tbk,PLASTICS & PACKAGING,3.48,32300000,15181000000.0,Individual,Local
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,15.22,5113669575,255683478750.0,Insurance,Local
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,9.84,3306907460,165345373000.0,Others,Local
PT. ASURANSI JIWA IFG,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,9.51,3195133750,159756687500.0,Insurance,Local
"Maxima Agro Industri, PT",IIKP,INTI AGRI RESOURCES Tbk,FISHERY,6.3,2117686040,105884302000.0,Corporation,Local
GOLDEN HARVEST COCOA LTD,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,4.9,1647457000,82372850000.0,Corporation,Foreign
PT SINAR MAS MULTIARTHA Tbk,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,4.1,1379146140,68957307000.0,Corporation,Local
REKSA DANA SYARIAH AURORA SHARIA EQUITY,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,3.63,1221059000,61052950000.0,Mutual Fund,Local
REKSA DANA SYARIAH POOL ADVISTA EKUITAS OPTIMA SYARIAH,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,3.08,1033230000,51661500000.0,Mutual Fund,Local
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,2.87,963172000,48158600000.0,Mutual Fund,Local
PT POOL ADVISTA INDONESIA TBK,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,2.63,883802850,44190142500.0,Corporation,Local
Reksa Dana Pan Arcadia Dana Saham Bertumbuh,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,2.49,836282000,41814100000.0,Mutual Fund,Local
PT Artha Sekuritas Indonesia,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,2.16,726435300,36321765000.0,Securities Co,Local
REKSA DANA SYARIAH POOL ADVISTA KAPITAL SYARIAH,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,1.97,662408000,33120400000.0,Mutual Fund,Local
REKSA DANA AURORA EQUITY,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,1.89,635127000,31756350000.0,Mutual Fund,Local
Reksa Dana Syariah Pan Arcadia Ekuitas Syariah Progresif,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,1.71,574063090,28703154500.0,Mutual Fund,Local
PT POOL ADVISTA FINANCE Tbk,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,1.52,510260550,25513027500.0,Insurance/Pension,Local
REKSADANA SYARIAH DMI DANA SAHAM SYARIAH,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,1.52,510366000,25518300000.0,Mutual Fund,Local
ARIS MUNANDAR,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,1.37,460122000,23006100000.0,Individual,Local
REKSA DANA SYARIAH TREASURE SAHAM BERKAH SYARIAH,IIKP,INTI AGRI RESOURCES Tbk,FISHERY,1.17,393025000,19651250000.0,Mutual Fund,Local
MAHKOTA PROPERTI INDO PT.,IKAI,INTIKERAMIK ALAMASRI INDUSTRI Tbk,"RESTAURANT, HOTEL & TOURISM",19.34,2572878610,54030450810.0,Corporation,Local
SUSANNA HENDRO,IKAI,INTIKERAMIK ALAMASRI INDUSTRI Tbk,"RESTAURANT, HOTEL & TOURISM",3.47,462197500,9706147500.0,Individual,Local
DJOHAN,IKAI,INTIKERAMIK ALAMASRI INDUSTRI Tbk,"RESTAURANT, HOTEL & TOURISM",2.66,354276433,7439805093.0,Individual,Local
KASHISH MONY TOPANDASANI,IKAI,INTIKERAMIK ALAMASRI INDUSTRI Tbk,"RESTAURANT, HOTEL & TOURISM",1.5,200000000,4200000000.0,Individual,Local
ASURANSI SIMAS JIWA,IKAI,INTIKERAMIK ALAMASRI INDUSTRI Tbk,"RESTAURANT, HOTEL & TOURISM",1.36,181000000,3801000000.0,Insurance,Local
SUHERNO,IKAI,INTIKERAMIK ALAMASRI INDUSTRI Tbk,"RESTAURANT, HOTEL & TOURISM",1.35,179174496,3762664416.0,Individual,Local
PT EKUITAS UTAMA SEJAHTERA,IKAI,INTIKERAMIK ALAMASRI INDUSTRI Tbk,"RESTAURANT, HOTEL & TOURISM",1.04,138525800,2909041800.0,Corporation,Local
PT BERKAH DELAPAN SAMUDERA,IKAN,ERA MANDIRI CEMERLANG Tbk,FISHERY,33.52,279360000,25142400000.0,Corporation,Local
JOHAN ROSE,IKAN,ERA MANDIRI CEMERLANG Tbk,FISHERY,18.0,150000000,13500000000.0,Individual,Local
TIO TJIE BENG AL SUGIARTO P,IKAN,ERA MANDIRI CEMERLANG Tbk,FISHERY,1.07,8927000,803430000.0,Individual,Local
"Sumitomo Electric Industries, Ltd",IKBI,SUMI INDO KABEL Tbk,CABLE,91.46,1119486000,604522440000.0,Corporation,Foreign
PT. Naditama Trancy Logistics Indonesia,IKBI,SUMI INDO KABEL Tbk,CABLE,1.34,16347200,8827488000.0,Corporation,Local
PT. Perdanamulia Ekasakti,IKBI,SUMI INDO KABEL Tbk,CABLE,1.18,14400000,7776000000.0,Corporation,Local
PT IKAPHARMA INTI MAS,IKPM,IKAPHARMINDO PUTRAMAS Tbk,HEALTH CARE,78.11,1315950000,276349500000.0,Corporation,Local
REKSA DANA SYARIAH SUCORINVEST SHARIA BALANCED FUND,IKPM,IKAPHARMINDO PUTRAMAS Tbk,HEALTH CARE,4.3,72417000,15207570000.0,Mutual Fund,Local
REKSA DANA SUCORINVEST DANA SEHAT BERIMBANG,IKPM,IKAPHARMINDO PUTRAMAS Tbk,HEALTH CARE,2.72,45871500,9633015000.0,Mutual Fund,Local
REKSA DANA SUCORINVEST SHARIA EQUITY FUND,IKPM,IKAPHARMINDO PUTRAMAS Tbk,HEALTH CARE,2.16,36363600,7636356000.0,Mutual Fund,Local
REKSA DANA SUCORINVEST EQUITY PRIMA FUND,IKPM,IKAPHARMINDO PUTRAMAS Tbk,HEALTH CARE,1.88,31666600,6649986000.0,Mutual Fund,Local
PT. KASIH ANUGRAH INVESTA,IKPM,IKAPHARMINDO PUTRAMAS Tbk,HEALTH CARE,1.78,30000000,6300000000.0,Corporation,Local
REKSA DANA SUCORINVEST EQUITY FUND,IKPM,IKAPHARMINDO PUTRAMAS Tbk,HEALTH CARE,1.29,21750100,4567521000.0,Mutual Fund,Local
GALLANT VENTURE LTD,IMAS,INDOMOBIL SUKSES INTERNASIONAL Tbk,AUTOMOTIVE AND COMPONENTS,49.49,1976765774,1848275998690.0,Corporation,Foreign
PT Tritunggal Intipermata,IMAS,INDOMOBIL SUKSES INTERNASIONAL Tbk,AUTOMOTIVE AND COMPONENTS,18.17,725850161,678669900535.0,Corporation,Local
PT TRIMEGAH SEKURITAS INDONESIA TBK,IMAS,INDOMOBIL SUKSES INTERNASIONAL Tbk,AUTOMOTIVE AND COMPONENTS,15.22,608000000,568480000000.0,Securities Co,Local
PT SEJAHTERA RAYA PERKASA,IMAS,INDOMOBIL SUKSES INTERNASIONAL Tbk,AUTOMOTIVE AND COMPONENTS,5.02,200562566,187525999210.0,Corporation,Local
PT. INDOLIFE PENSIONTAMA,IMAS,INDOMOBIL SUKSES INTERNASIONAL Tbk,AUTOMOTIVE AND COMPONENTS,2.62,104825416,98011763960.0,Insurance,Local
PT CAKRA BAKTI WIRA SEMESTA,IMAS,INDOMOBIL SUKSES INTERNASIONAL Tbk,AUTOMOTIVE AND COMPONENTS,1.96,78125000,73046875000.0,Corporation,Local
WINDSOR INVESTMENT FUND LIMITED,IMAS,INDOMOBIL SUKSES INTERNASIONAL Tbk,AUTOMOTIVE AND COMPONENTS,1.17,46869288,43822784280.0,Corporation,Foreign
PT. INDOMOBIL SUKSES INTERNASIONAL TBK,IMJS,INDOMOBIL MULTI JASA Tbk,FINANCIAL INSTITUTION,91.97,9978217076,1586536515084.0,Corporation,Local
PT. HARIMAS TUNGGAL PERKASA,IMPC,IMPACK PRATAMA INDUSTRI Tbk,PLASTICS & PACKAGING,44.85,24625699600,46173186750000.0,Corporation,Local
TUNGGAL JAYA INVESTAMA PT,IMPC,IMPACK PRATAMA INDUSTRI Tbk,PLASTICS & PACKAGING,38.19,20968417194,39315782238750.0,Corporation,Local
